   0.00000000     -0.416146845    
  0.101010099     -0.322333544    
  0.202020198     -0.225234300    
  0.303030312     -0.125838906    
  0.404040396      -2.51606815E-02
  0.505050480       7.57740438E-02
  0.606060624      0.175936431    
  0.707070708      0.274305135    
  0.808080792      0.369877458    
  0.909090936      0.461679220    
   1.01010096      0.548774242    
   1.11111116      0.630275071    
   1.21212125      0.705350578    
   1.31313133      0.773235440    
   1.41414142      0.833237648    
   1.51515150      0.884745598    
   1.61616158      0.927234054    
   1.71717167      0.960269988    
   1.81818187      0.983516574    
   1.91919196      0.996736825    
   2.02020192      0.999795914    
   2.12121201      0.992662787    
   2.22222233      0.975410044    
   2.32323241      0.948213637    
   2.42424250      0.911350787    
   2.52525258      0.865197301    
   2.62626266      0.810223699    
   2.72727275      0.746990323    
   2.82828283      0.676141918    
   2.92929292      0.598400652    
   3.03030300      0.514559031    
   3.13131309      0.425471872    
   3.23232317      0.332047254    
   3.33333325      0.235237643    
   3.43434334      0.136029944    
   3.53535342       3.54354829E-02
   3.63636374      -6.55204505E-02
   3.73737383     -0.165808201    
   3.83838391     -0.264405638    
   3.93939400     -0.360307634    
   4.04040384     -0.452536315    
   4.14141417     -0.540152133    
   4.24242401     -0.622260988    
   4.34343433     -0.698026657    
   4.44444466     -0.766676366    
   4.54545450     -0.827509999    
   4.64646482     -0.879907966    
   4.74747467     -0.923335612    
   4.84848499     -0.957350612    
   4.94949484     -0.981605887    
   5.05050516     -0.995854378    
   5.15151501     -0.999950767    
   5.25252533     -0.993853271    
   5.35353518     -0.977624118    
   5.45454550     -0.951428652    
   5.55555534     -0.915534079    
   5.65656567     -0.870306015    
   5.75757599     -0.816205680    
   5.85858583     -0.753784955    
   5.95959616     -0.683679581    
   6.06060600     -0.606604815    
   6.16161633     -0.523345768    
   6.26262617     -0.434751958    
   6.36363649     -0.341725647    
   6.46464634     -0.245216146    
   6.56565666     -0.146206349    
   6.66666651      -4.57065441E-02
   6.76767683       5.52596860E-02
   6.86868668      0.155662104    
   6.96969700      0.254478127    
   7.07070684      0.350699425    
   7.17171717      0.443346024    
   7.27272749      0.531472981    
   7.37373734      0.614181459    
   7.47474766      0.690629184    
   7.57575750      0.760035992    
   7.67676783      0.821695089    
   7.77777767      0.874977171    
   7.87878799      0.919339716    
   7.97979784      0.954329967    
   8.08080769      0.979591429    
   8.18181801      0.994866729    
   8.28282833      0.999999940    
   8.38383865      0.994938731    
   8.48484802      0.979734898    
   8.58585835      0.954543114    
   8.68686867      0.919620395    
   8.78787899      0.875322640    
   8.88888931      0.822101474    
   8.98989868      0.760500133    
   9.09090900      0.691145360    
   9.19191933      0.614744782    
   9.29292965      0.532077193    
   9.39393902      0.443986297    
   9.49494934      0.351368397    
   9.59595966      0.255168498    
   9.69696999      0.156367317    
   9.79797935       5.59730120E-02
   9.89898968      -4.49928492E-02
   10.0000000     -0.145500034    
